0,011247823
0,011247823
0,011247823
0,011247823
0,011247823
0,010262769
0,010262769
0,010262769
0,010262769
0,010262769
0,010443709
0,010443709
0,010443709
0,010443709
0,010443709
0,012500919
0,012500919
0,012500919
0,012500919
0,012500919
0,014812151
0,014812151
0,014812151
0,014812151
0,014812151
0,016072487
0,016072487
0,016072487
0,016072487
0,016072487
0,015523224
0,015523224
0,015523224
0,015523224
0,015523224
0,014335782
0,014335782
0,014335782
0,014335782
0,014335782
0,014318917
0,014318917
0,014318917
0,014318917
0,014318917
0,014675113
0,014675113
0,014675113
0,014675113
0,014675113
0,014824172
0,014824172
0,014824172
0,014824172
0,014824172
0,013279627
0,013279627
0,013279627
0,013279627
0,013279627
0,010522478
0,010522478
0,010522478
0,010522478
0,010522478
0,008744386
0,008744386
0,008744386
0,008744386
0,008744386
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
0,002304555
